date,channel,impressions,clicks,cost,conversions,cv_type,revenue
2024-11-30,Yahoo!広告,3122,88,7300,3,購入,19521
2024-12-01,Google Ads,14241,497,24782,35,購入,200625
2024-12-01,Meta Ads,11347,459,25967,28,お気に入り,116900
2024-12-01,LINE Ads,9418,423,16688,18,購入,83739
2024-12-01,Yahoo!広告,6100,282,9618,10,お気に入り,63270
2024-12-02,Google Ads,9003,427,21376,30,お気に入り,182580
2024-12-02,Meta Ads,15729,218,17088,14,お気に入り,49662
2024-12-02,LINE Ads,5778,243,10385,8,購入,25779
2024-12-02,Yahoo!広告,8447,366,10986,27,会員登録,162518
2024-12-03,Google Ads,15267,376,31818,23,会員登録,104731
2024-12-03,Meta Ads,31433,1117,25809,37,購入,122561
2024-12-03,LINE Ads,5075,280,11754,11,購入,78678
2024-12-03,Yahoo!広告,6743,324,9009,21,購入,136327
2024-12-04,Google Ads,13048,399,31099,27,購入,89666
2024-12-04,Meta Ads,12018,708,26048,50,購入,266340
2024-12-04,LINE Ads,8334,151,13260,3,会員登録,23697
2024-12-04,Yahoo!広告,5407,212,10738,5,会員登録,33205
2024-12-05,Google Ads,15364,721,33386,47,お気に入り,280872
2024-12-05,Meta Ads,13184,653,26874,37,購入,167372
2024-12-05,LINE Ads,9601,499,15395,21,購入,142057
2024-12-05,Yahoo!広告,6143,74,9282,3,会員登録,16359
2024-12-06,Google Ads,24946,1476,29118,46,会員登録,345566
2024-12-06,Meta Ads,18397,986,19023,52,会員登録,257489
2024-12-06,LINE Ads,12923,306,16576,12,購入,91707
2024-12-06,Yahoo!広告,9895,209,13699,11,会員登録,74626
2024-12-07,Google Ads,10064,428,20985,22,会員登録,72632
2024-12-07,Meta Ads,14164,402,18766,20,お気に入り,73403
2024-12-07,LINE Ads,6093,147,12169,9,購入,59756
2024-12-07,Yahoo!広告,6963,390,11624,19,購入,108459
2024-12-08,Google Ads,28566,684,31180,34,購入,250549
2024-12-08,Meta Ads,11380,237,18468,10,購入,60908
2024-12-08,LINE Ads,6550,186,13844,10,購入,73053
2024-12-08,Yahoo!広告,7686,376,8586,22,購入,146764
2024-12-09,Google Ads,10834,596,18984,14,購入,51435
2024-12-09,Meta Ads,24681,1303,22242,53,購入,164216
2024-12-09,LINE Ads,14041,630,17093,36,購入,146377
2024-12-09,Yahoo!広告,11382,343,13746,22,購入,157700
2024-12-10,Google Ads,23321,477,32262,25,購入,147148
2024-12-10,Meta Ads,15765,253,25302,13,購入,47937
2024-12-10,LINE Ads,5099,245,10279,8,会員登録,40340
2024-12-10,Yahoo!広告,7755,171,13720,4,購入,25317
2024-12-11,Google Ads,20917,697,29324,26,お気に入り,83404
2024-12-11,Meta Ads,13101,329,26530,23,購入,165407
2024-12-11,LINE Ads,17798,404,17495,21,購入,133641
2024-12-11,Yahoo!広告,4132,188,8290,10,購入,73365
2024-12-12,Google Ads,28911,1677,29746,56,購入,400842
2024-12-12,Meta Ads,9395,560,23015,18,購入,84866
2024-12-12,LINE Ads,10194,252,16494,18,お気に入り,100000
2024-12-12,Yahoo!広告,6046,336,7538,16,お気に入り,127615
2024-12-13,Google Ads,10960,124,27219,6,会員登録,18719
2024-12-13,Meta Ads,12430,655,25923,16,会員登録,71442
2024-12-13,LINE Ads,8469,161,15057,3,購入,15242
2024-12-13,Yahoo!広告,5410,219,13463,8,購入,60807
2024-12-14,Google Ads,20228,911,33076,22,お気に入り,113785
2024-12-14,Meta Ads,13880,770,22830,28,購入,149559
2024-12-14,LINE Ads,7938,85,15631,2,購入,11025
2024-12-14,Yahoo!広告,8876,391,10832,11,お気に入り,61467
2024-12-15,Google Ads,22691,330,23818,20,購入,123471
2024-12-15,Meta Ads,14524,658,21086,30,購入,177147
2024-12-15,LINE Ads,11676,376,10288,21,購入,103364
2024-12-15,Yahoo!広告,5010,189,11447,10,購入,43100
2024-12-16,Google Ads,14661,175,33610,11,購入,52975
2024-12-16,Meta Ads,13816,401,22442,27,購入,92233
2024-12-16,LINE Ads,4731,135,11009,7,購入,36162
2024-12-16,Yahoo!広告,8662,131,10994,9,購入,51799
2024-12-17,Google Ads,8704,162,19100,10,会員登録,65420
2024-12-17,Meta Ads,21739,263,21431,5,会員登録,15280
2024-12-17,LINE Ads,7637,368,10226,16,購入,125993
2024-12-17,Yahoo!広告,4140,246,7707,9,購入,46450
2024-12-18,Google Ads,12275,658,24648,17,購入,56773
2024-12-18,Meta Ads,8868,453,19564,24,会員登録,141182
2024-12-18,LINE Ads,13138,740,13646,48,お気に入り,233798
2024-12-18,Yahoo!広告,5930,67,13494,1,購入,4786
2024-12-19,Google Ads,18672,456,28203,27,お気に入り,198842
2024-12-19,Meta Ads,15434,651,17659,47,会員登録,307125
2024-12-19,LINE Ads,5785,214,14231,7,購入,23116
2024-12-19,Yahoo!広告,5738,268,12225,16,お気に入り,70452
2024-12-20,Google Ads,22374,1056,23313,70,お気に入り,272487
2024-12-20,Meta Ads,20436,1216,23147,77,購入,369796
2024-12-20,LINE Ads,4850,281,10738,7,会員登録,40775
2024-12-20,Yahoo!広告,5761,269,9820,12,会員登録,86918
2024-12-21,Google Ads,16051,511,22475,25,購入,146032
2024-12-21,Meta Ads,21164,214,18935,16,購入,78307
2024-12-21,LINE Ads,21388,1240,18026,61,購入,417356
2024-12-21,Yahoo!広告,8689,148,12508,7,会員登録,44328
2024-12-22,Google Ads,25812,684,24874,45,購入,327367
2024-12-22,Meta Ads,7387,95,16689,6,購入,44483
2024-12-22,LINE Ads,6772,202,14538,10,購入,37298
2024-12-22,Yahoo!広告,8906,292,12407,17,購入,52548
2024-12-23,Google Ads,14324,267,32882,19,会員登録,58626
2024-12-23,Meta Ads,13842,320,26095,20,お気に入り,114188
2024-12-23,LINE Ads,6785,235,16598,14,お気に入り,76472
2024-12-23,Yahoo!広告,6187,95,13329,4,購入,14599
2024-12-24,Google Ads,9827,232,19479,11,お気に入り,73964
2024-12-24,Meta Ads,10374,125,23198,7,会員登録,34863
2024-12-24,LINE Ads,12503,182,11272,7,お気に入り,39317
2024-12-24,Yahoo!広告,7050,333,12494,14,購入,105850
2024-12-25,Google Ads,22257,236,19860,6,お気に入り,21287
2024-12-25,Meta Ads,25483,532,20642,19,購入,92868
2024-12-25,LINE Ads,6854,130,12342,9,購入,36686
2024-12-25,Yahoo!広告,8246,226,9760,5,お気に入り,37106
2024-12-26,Google Ads,39002,1855,32620,137,購入,727856
2024-12-26,Meta Ads,10795,124,21031,4,会員登録,19371
2024-12-26,LINE Ads,13321,397,14796,17,購入,113162
2024-12-26,Yahoo!広告,5411,203,8899,13,購入,72871
2024-12-27,Google Ads,25946,1228,34428,47,購入,172497
2024-12-27,Meta Ads,10571,247,18576,18,会員登録,94493
2024-12-27,LINE Ads,6389,162,13683,10,購入,39042
2024-12-27,Yahoo!広告,10255,434,9885,26,会員登録,96008
2024-12-28,Google Ads,9618,205,20830,8,購入,44239
2024-12-28,Meta Ads,8266,194,15324,14,購入,71275
2024-12-28,LINE Ads,12080,324,12008,8,購入,28186
2024-12-28,Yahoo!広告,6764,373,13577,22,購入,140975
2024-12-29,Google Ads,33955,1866,31378,83,会員登録,645694
2024-12-29,Meta Ads,8408,478,17857,36,購入,192892
2024-12-29,LINE Ads,6314,301,15062,8,購入,28622
2024-12-29,Yahoo!広告,7091,165,10525,6,購入,45572
2024-12-30,Google Ads,12459,653,20274,45,購入,353798
2024-12-30,Meta Ads,14942,592,20047,37,購入,214194
2024-12-30,LINE Ads,5233,53,12136,3,購入,15770
2024-12-30,Yahoo!広告,4012,166,7869,11,お気に入り,87755
2024-12-31,Google Ads,10168,512,22806,14,お気に入り,52645
2024-12-31,Meta Ads,8695,211,19316,16,購入,56823
2024-12-31,LINE Ads,12089,529,17161,12,会員登録,75721
2024-12-31,Yahoo!広告,11948,333,11421,8,購入,54318
2025-01-01,Google Ads,9436,207,12184,13,購入,92180
2025-01-01,Meta Ads,5815,149,7892,8,会員登録,56149
2025-01-01,LINE Ads,2475,38,4477,0,お気に入り,0
2025-01-01,Yahoo!広告,3186,111,4684,7,購入,31321
2025-01-02,Google Ads,7434,309,9072,8,お気に入り,28070
2025-01-02,Meta Ads,10566,458,8847,11,購入,52805
2025-01-02,LINE Ads,2062,88,4894,5,会員登録,24851
2025-01-02,Yahoo!広告,5015,166,4511,4,購入,20927
2025-01-03,Google Ads,6900,228,12414,10,購入,75129
2025-01-03,Meta Ads,7034,320,10035,11,会員登録,37113
2025-01-03,LINE Ads,2383,25,5110,1,購入,7608
2025-01-03,Yahoo!広告,3119,112,4707,3,購入,19247
2025-01-04,Google Ads,4670,244,11284,9,会員登録,58868
2025-01-04,Meta Ads,8661,209,7892,11,購入,52586
2025-01-04,LINE Ads,2978,95,5348,4,会員登録,21009
2025-01-04,Yahoo!広告,5098,261,4391,10,購入,62138
2025-01-05,Google Ads,8456,267,11018,6,お気に入り,24705
2025-01-05,Meta Ads,5204,62,9426,3,お気に入り,9213
2025-01-05,LINE Ads,2773,130,5843,6,購入,22157
2025-01-05,Yahoo!広告,2986,46,3662,3,購入,9307
2025-01-06,Google Ads,5053,145,11408,7,購入,29863
2025-01-06,Meta Ads,5690,144,6710,6,購入,42027
2025-01-06,LINE Ads,1558,82,3809,6,購入,26073
2025-01-06,Yahoo!広告,2995,104,4270,5,お気に入り,17063
2025-01-07,Google Ads,3907,93,9153,4,購入,24339
2025-01-07,Meta Ads,9807,111,8653,5,お気に入り,34377
2025-01-07,LINE Ads,3801,226,5297,12,お気に入り,37458
2025-01-07,Yahoo!広告,3174,67,3871,3,購入,15391
2025-01-08,Google Ads,11390,638,11768,49,会員登録,195955
2025-01-08,Meta Ads,3355,57,8219,3,購入,17271
2025-01-08,LINE Ads,3244,157,4514,11,購入,40064
2025-01-08,Yahoo!広告,2311,49,5071,2,購入,7615
2025-01-09,Google Ads,5000,289,10723,19,会員登録,70325
2025-01-09,Meta Ads,5140,171,10332,8,購入,59595
2025-01-09,LINE Ads,2212,77,5169,2,会員登録,7780
2025-01-09,Yahoo!広告,1423,17,3481,1,購入,4424
2025-01-10,Google Ads,12294,584,10127,38,購入,150230
2025-01-10,Meta Ads,5933,114,6033,6,会員登録,29484
2025-01-10,LINE Ads,2464,45,5239,3,会員登録,20835
2025-01-10,Yahoo!広告,2696,111,3526,7,お気に入り,25108
2025-01-11,Google Ads,6892,275,9797,17,購入,83860
2025-01-11,Meta Ads,10569,123,9699,8,会員登録,52770
2025-01-11,LINE Ads,2866,128,5563,8,会員登録,55196
2025-01-11,Yahoo!広告,4709,134,4780,8,会員登録,38904
2025-01-12,Google Ads,7429,199,10400,6,会員登録,33705
2025-01-12,Meta Ads,3544,74,8374,3,購入,21735
2025-01-12,LINE Ads,2767,48,5717,2,購入,11870
2025-01-12,Yahoo!広告,2214,40,4072,1,購入,7162
2025-01-13,Google Ads,5506,245,11858,6,会員登録,26362
2025-01-13,Meta Ads,3418,73,7871,2,会員登録,6156
2025-01-13,LINE Ads,1725,75,3970,5,会員登録,28663
2025-01-13,Yahoo!広告,1525,48,3164,1,購入,3045
2025-01-14,Google Ads,4808,147,12007,8,お気に入り,56308
2025-01-14,Meta Ads,4054,209,5834,7,お気に入り,55494
2025-01-14,LINE Ads,6569,289,6048,9,購入,47634
2025-01-14,Yahoo!広告,3693,117,4705,6,お気に入り,42387
2025-01-15,Google Ads,5554,299,12357,21,会員登録,167434
2025-01-15,Meta Ads,3719,84,7811,3,お気に入り,9110
2025-01-15,LINE Ads,3972,159,5442,9,購入,60837
2025-01-15,Yahoo!広告,3418,119,4978,8,お気に入り,41270
2025-01-16,Google Ads,5084,212,11486,11,お気に入り,57459
2025-01-16,Meta Ads,6982,360,5831,18,購入,124853
2025-01-16,LINE Ads,1900,66,4601,3,購入,9152
2025-01-16,Yahoo!広告,5368,71,4529,1,購入,3776
2025-01-17,Google Ads,7108,332,12309,9,お気に入り,39653
2025-01-17,Meta Ads,5281,210,9102,9,購入,51501
2025-01-17,LINE Ads,3892,74,3983,2,お気に入り,15405
2025-01-17,Yahoo!広告,3313,69,3808,2,会員登録,13379
2025-01-18,Google Ads,3793,50,7400,2,お気に入り,9212
2025-01-18,Meta Ads,5457,158,7942,7,お気に入り,54572
2025-01-18,LINE Ads,4842,117,6706,6,会員登録,23522
2025-01-18,Yahoo!広告,3535,161,4909,10,購入,40250
2025-01-19,Google Ads,4710,59,7991,1,会員登録,7345
2025-01-19,Meta Ads,6369,147,7527,8,購入,49588
2025-01-19,LINE Ads,2480,108,5202,7,購入,22024
2025-01-19,Yahoo!広告,2423,133,3160,4,購入,18120
2025-01-20,Google Ads,11110,253,11392,15,購入,118335
2025-01-20,Meta Ads,4161,163,8352,3,購入,19583
2025-01-20,LINE Ads,2605,58,5058,3,購入,11563
2025-01-20,Yahoo!広告,3064,58,3142,2,購入,12517
2025-01-21,Google Ads,5461,298,8398,8,購入,50989
2025-01-21,Meta Ads,4509,190,9097,7,購入,28229
2025-01-21,LINE Ads,3162,181,6013,10,購入,63475
2025-01-21,Yahoo!広告,2171,88,5059,5,購入,20934
2025-01-22,Google Ads,13868,763,12785,44,会員登録,348432
2025-01-22,Meta Ads,3975,187,6349,13,お気に入り,49086
2025-01-22,LINE Ads,2062,99,4357,7,購入,52111
2025-01-22,Yahoo!広告,3791,189,4428,11,購入,73586
2025-01-23,Google Ads,11045,445,9282,21,購入,125104
2025-01-23,Meta Ads,5658,187,7760,4,購入,12013
2025-01-23,LINE Ads,3842,75,5813,2,購入,6846
2025-01-23,Yahoo!広告,4747,155,3890,4,お気に入り,21152
2025-01-24,Google Ads,4160,107,8496,6,購入,34233
2025-01-24,Meta Ads,3806,161,9050,10,お気に入り,41104
2025-01-24,LINE Ads,4006,234,6732,15,お気に入り,98765
2025-01-24,Yahoo!広告,3864,86,3253,2,お気に入り,14079
2025-01-25,Google Ads,4385,96,7300,6,購入,22009
2025-01-25,Meta Ads,2782,83,5810,5,会員登録,19231
2025-01-25,LINE Ads,5997,205,4971,9,購入,67696
2025-01-25,Yahoo!広告,4214,167,5186,7,購入,50827
2025-01-26,Google Ads,7442,154,7790,12,購入,90716
2025-01-26,Meta Ads,5765,315,5788,21,購入,72248
2025-01-26,LINE Ads,6319,359,6119,22,購入,130593
2025-01-26,Yahoo!広告,1264,16,3025,1,購入,5796
2025-01-27,Google Ads,5042,160,11781,4,会員登録,16072
2025-01-27,Meta Ads,5931,287,7738,8,購入,50695
2025-01-27,LINE Ads,4088,118,6019,9,お気に入り,53541
2025-01-27,Yahoo!広告,2233,51,5205,3,お気に入り,11479
2025-01-28,Google Ads,4120,51,7403,2,会員登録,14983
2025-01-28,Meta Ads,3545,81,6311,4,会員登録,17121
2025-01-28,LINE Ads,3686,113,6735,7,購入,48519
2025-01-28,Yahoo!広告,2044,63,4421,1,お気に入り,3532
2025-01-29,Google Ads,6204,132,12179,8,購入,35837
2025-01-29,Meta Ads,4164,154,9761,4,購入,17608
2025-01-29,LINE Ads,3431,201,5961,4,会員登録,28572
2025-01-29,Yahoo!広告,4407,100,4978,7,購入,35325
2025-01-30,Google Ads,6845,128,11159,3,購入,17765
2025-01-30,Meta Ads,2963,125,7146,2,購入,15526
2025-01-30,LINE Ads,1784,89,3902,6,お気に入り,28043
2025-01-30,Yahoo!広告,4520,46,4505,1,購入,7486
2025-01-31,Google Ads,10117,559,8361,30,会員登録,159770
2025-01-31,Meta Ads,5388,177,10033,4,会員登録,24723
2025-01-31,LINE Ads,1800,98,4030,3,購入,20545
2025-01-31,Yahoo!広告,5835,279,5025,12,購入,54446
2025-02-01,Google Ads,3786,198,6349,10,お気に入り,78639
2025-02-01,Meta Ads,9805,128,8378,4,購入,27065
2025-02-01,LINE Ads,2317,25,4224,1,会員登録,5159
2025-02-01,Yahoo!広告,2078,38,4168,2,購入,14894
2025-02-02,Google Ads,7952,230,10110,8,購入,36320
2025-02-02,Meta Ads,4074,131,7054,7,購入,39360
2025-02-02,LINE Ads,3668,212,4157,14,購入,53077
2025-02-02,Yahoo!広告,4083,204,3468,9,購入,44279
2025-02-03,Google Ads,7616,416,10841,12,会員登録,86140
2025-02-03,Meta Ads,3655,82,7773,5,お気に入り,23217
2025-02-03,LINE Ads,3879,203,5069,15,購入,61584
2025-02-03,Yahoo!広告,2341,42,2627,1,お気に入り,7477
2025-02-04,Google Ads,5754,237,9642,10,会員登録,48547
2025-02-04,Meta Ads,5078,139,6520,9,購入,46785
2025-02-04,LINE Ads,4040,218,4043,12,会員登録,39136
2025-02-04,Yahoo!広告,2303,132,4362,4,会員登録,26211
2025-02-05,Google Ads,6677,254,6903,13,購入,76331
2025-02-05,Meta Ads,2991,173,5238,7,会員登録,26552
2025-02-05,LINE Ads,1283,42,3173,2,お気に入り,9781
2025-02-05,Yahoo!広告,3229,160,3509,7,購入,37847
2025-02-06,Google Ads,9126,282,9699,17,購入,77703
2025-02-06,Meta Ads,2755,103,6689,6,購入,28465
2025-02-06,LINE Ads,1698,63,3707,1,お気に入り,5295
2025-02-06,Yahoo!広告,2379,110,3582,5,購入,29046
2025-02-07,Google Ads,3750,82,7681,4,会員登録,26648
2025-02-07,Meta Ads,9081,147,8129,8,購入,29640
2025-02-07,LINE Ads,1779,32,3794,2,購入,6499
2025-02-07,Yahoo!広告,1958,52,3858,2,購入,6798
2025-02-08,Google Ads,8317,165,6797,5,お気に入り,38598
2025-02-08,Meta Ads,5651,121,8725,3,購入,22241
2025-02-08,LINE Ads,3629,168,4943,12,購入,94533
2025-02-08,Yahoo!広告,1795,82,3747,6,お気に入り,39203
2025-02-09,Google Ads,2974,57,6802,1,購入,4741
2025-02-09,Meta Ads,5543,305,6102,8,購入,46036
2025-02-09,LINE Ads,4493,163,3793,5,お気に入り,27366
2025-02-09,Yahoo!広告,1944,40,4020,2,購入,14779
2025-02-10,Google Ads,6826,128,8105,7,購入,45102
2025-02-10,Meta Ads,5026,202,7498,14,購入,111808
2025-02-10,LINE Ads,3765,40,5549,1,購入,5256
2025-02-10,Yahoo!広告,2517,143,3146,7,会員登録,24650
2025-02-11,Google Ads,5903,286,9808,9,購入,50838
2025-02-11,Meta Ads,3083,148,5237,7,購入,46082
2025-02-11,LINE Ads,1503,31,3499,1,会員登録,5659
2025-02-11,Yahoo!広告,2586,35,4193,2,購入,14753
2025-02-12,Google Ads,4639,186,6661,14,購入,77874
2025-02-12,Meta Ads,3587,192,6287,14,会員登録,103310
2025-02-12,LINE Ads,2441,134,4262,8,購入,39864
2025-02-12,Yahoo!広告,3124,151,3513,8,購入,50538
2025-02-13,Google Ads,4940,65,7781,2,会員登録,9344
2025-02-13,Meta Ads,7411,439,7046,27,購入,197642
2025-02-13,LINE Ads,2457,104,4105,6,お気に入り,38222
2025-02-13,Yahoo!広告,3792,126,4238,2,会員登録,9014
2025-02-14,Google Ads,3083,102,6421,2,購入,7400
2025-02-14,Meta Ads,3178,69,7485,3,会員登録,19941
2025-02-14,LINE Ads,5695,262,5335,9,購入,50449
2025-02-14,Yahoo!広告,4045,151,4182,8,購入,26538
2025-02-15,Google Ads,6973,390,10653,25,購入,175934
2025-02-15,Meta Ads,3578,163,7460,6,購入,46931
2025-02-15,LINE Ads,5478,88,4565,6,会員登録,45694
2025-02-15,Yahoo!広告,4157,125,3565,2,会員登録,13704
2025-02-16,Google Ads,3189,67,7676,1,お気に入り,6482
2025-02-16,Meta Ads,3258,35,7867,2,お気に入り,15733
2025-02-16,LINE Ads,3821,114,3806,8,お気に入り,29134
2025-02-16,Yahoo!広告,1530,46,3707,3,購入,13227
2025-02-17,Google Ads,3204,149,7415,7,お気に入り,54516
2025-02-17,Meta Ads,4053,242,5818,13,購入,94213
2025-02-17,LINE Ads,3420,63,5038,3,購入,14850
2025-02-17,Yahoo!広告,1378,80,2845,1,購入,7755
2025-02-18,Google Ads,6858,233,9391,6,会員登録,21338
2025-02-18,Meta Ads,6722,331,7948,9,会員登録,47400
2025-02-18,LINE Ads,3705,194,3881,9,購入,43336
2025-02-18,Yahoo!広告,2332,121,3244,7,お気に入り,43508
2025-02-19,Google Ads,5277,302,9266,17,購入,53365
2025-02-19,Meta Ads,4242,175,7809,5,お気に入り,31691
2025-02-19,LINE Ads,1828,108,4122,3,お気に入り,23959
2025-02-19,Yahoo!広告,1848,46,3815,1,お気に入り,6782
2025-02-20,Google Ads,3614,180,8715,5,購入,37862
2025-02-20,Meta Ads,6301,369,7127,14,購入,76252
2025-02-20,LINE Ads,3172,119,5290,7,会員登録,38897
2025-02-20,Yahoo!広告,1995,105,4231,3,会員登録,16325
2025-02-21,Google Ads,4192,209,8972,5,購入,27795
2025-02-21,Meta Ads,4640,61,6059,4,購入,21263
2025-02-21,LINE Ads,2795,42,3835,2,会員登録,15166
2025-02-21,Yahoo!広告,1831,95,4129,3,お気に入り,15940
2025-02-22,Google Ads,3915,103,9613,7,会員登録,44452
2025-02-22,Meta Ads,4164,189,8610,11,購入,40079
2025-02-22,LINE Ads,1690,71,3423,1,会員登録,3420
2025-02-22,Yahoo!広告,2649,149,2813,3,お気に入り,17962
2025-02-23,Google Ads,4797,59,9844,3,購入,9691
2025-02-23,Meta Ads,3954,181,8185,14,会員登録,100634
2025-02-23,LINE Ads,1450,47,3243,1,購入,4184
2025-02-23,Yahoo!広告,1889,93,3724,6,購入,41220
2025-02-24,Google Ads,6794,98,7049,4,購入,24332
2025-02-24,Meta Ads,5710,176,8054,4,購入,23631
2025-02-24,LINE Ads,2157,55,5243,1,購入,5644
2025-02-24,Yahoo!広告,2412,115,3274,8,購入,36110
2025-02-25,Google Ads,4261,123,8573,3,購入,16826
2025-02-25,Meta Ads,2742,57,6357,2,購入,10644
2025-02-25,LINE Ads,5892,63,4817,1,会員登録,3212
2025-02-25,Yahoo!広告,2036,26,2395,1,お気に入り,7557
2025-02-26,Google Ads,5945,137,9450,5,購入,16018
2025-02-26,Meta Ads,6851,277,7319,7,会員登録,39620
2025-02-26,LINE Ads,4842,197,5178,13,購入,65899
2025-02-26,Yahoo!広告,2012,118,3163,5,購入,26639
2025-02-27,Google Ads,5541,212,10578,14,会員登録,53484
2025-02-27,Meta Ads,2742,73,5811,2,購入,10452
2025-02-27,LINE Ads,6327,80,5825,4,購入,26003
2025-02-27,Yahoo!広告,2494,54,3199,1,購入,3421
2025-02-28,Google Ads,3966,192,9887,13,会員登録,56896
2025-02-28,Meta Ads,2494,130,6053,5,会員登録,19122
2025-02-28,LINE Ads,2623,131,5496,7,購入,41492
2025-02-28,Yahoo!広告,2120,87,2833,3,購入,21956
2025-03-01,Google Ads,6393,242,12631,17,お気に入り,118641
2025-03-01,Meta Ads,9564,150,13001,3,購入,21013
2025-03-01,LINE Ads,5673,155,8173,5,購入,15348
2025-03-01,Yahoo!広告,2943,76,4680,4,会員登録,24672
2025-03-02,Google Ads,15514,495,14056,14,購入,43749
2025-03-02,Meta Ads,5424,186,9583,14,購入,44785
2025-03-02,LINE Ads,7230,160,6360,10,購入,71806
2025-03-02,Yahoo!広告,2215,119,4792,7,購入,22454
2025-03-03,Google Ads,8790,152,11590,10,購入,78371
2025-03-03,Meta Ads,12109,609,11057,41,会員登録,151924
2025-03-03,LINE Ads,6574,140,8973,10,購入,43814
2025-03-03,Yahoo!広告,2523,93,6115,5,会員登録,30951
2025-03-04,Google Ads,5552,312,10623,19,購入,73890
2025-03-04,Meta Ads,4982,218,9824,5,購入,24761
2025-03-04,LINE Ads,2673,108,6025,4,お気に入り,19647
2025-03-04,Yahoo!広告,1679,47,4164,2,購入,9675
2025-03-05,Google Ads,4634,119,10311,4,お気に入り,24066
2025-03-05,Meta Ads,4150,104,9786,2,購入,13895
2025-03-05,LINE Ads,3574,48,8875,3,購入,23340
2025-03-05,Yahoo!広告,2268,56,4981,3,購入,18874
2025-03-06,Google Ads,14844,240,13339,5,購入,32581
2025-03-06,Meta Ads,8410,445,11910,15,購入,112086
2025-03-06,LINE Ads,3437,146,8087,10,購入,74072
2025-03-06,Yahoo!広告,5585,200,4568,10,購入,76393
2025-03-07,Google Ads,6880,259,13833,13,購入,71249
2025-03-07,Meta Ads,6510,360,8402,22,購入,80873
2025-03-07,LINE Ads,8593,259,9257,15,購入,113962
2025-03-07,Yahoo!広告,2622,147,4687,3,お気に入り,13509
2025-03-08,Google Ads,5887,69,9728,2,会員登録,6911
2025-03-08,Meta Ads,9632,414,11620,9,購入,34886
2025-03-08,LINE Ads,4996,296,6708,10,購入,36352
2025-03-08,Yahoo!広告,2994,176,4200,4,会員登録,29163
2025-03-09,Google Ads,6396,267,15848,21,購入,125897
2025-03-09,Meta Ads,9900,259,11319,7,会員登録,54609
2025-03-09,LINE Ads,6394,340,6730,22,会員登録,133021
2025-03-09,Yahoo!広告,5169,87,6088,4,購入,26143
2025-03-10,Google Ads,9075,480,16775,18,会員登録,123972
2025-03-10,Meta Ads,3624,113,8896,8,購入,46382
2025-03-10,LINE Ads,4260,126,8696,2,購入,13885
2025-03-10,Yahoo!広告,4887,98,4317,3,購入,20659
2025-03-11,Google Ads,6052,231,11570,7,購入,33686
2025-03-11,Meta Ads,7305,284,9398,15,購入,115579
2025-03-11,LINE Ads,8288,160,8334,4,会員登録,30641
2025-03-11,Yahoo!広告,3208,79,6725,1,会員登録,7836
2025-03-12,Google Ads,5450,206,12213,15,お気に入り,96752
2025-03-12,Meta Ads,5399,108,7886,8,購入,45254
2025-03-12,LINE Ads,3300,62,7970,1,購入,4515
2025-03-12,Yahoo!広告,3685,200,5948,15,購入,74756
2025-03-13,Google Ads,5537,138,12945,4,購入,23253
2025-03-13,Meta Ads,4881,275,9738,19,お気に入り,93583
2025-03-13,LINE Ads,5565,176,8782,7,購入,29312
2025-03-13,Yahoo!広告,2968,126,4845,3,購入,18452
2025-03-14,Google Ads,8807,488,10110,13,購入,91739
2025-03-14,Meta Ads,4493,107,8141,8,会員登録,29793
2025-03-14,LINE Ads,3329,45,6255,3,購入,23094
2025-03-14,Yahoo!広告,2856,106,6609,2,購入,15294
2025-03-15,Google Ads,4325,142,10530,6,購入,25007
2025-03-15,Meta Ads,5665,183,11749,10,購入,62423
2025-03-15,LINE Ads,3508,197,5420,5,会員登録,26721
2025-03-15,Yahoo!広告,5459,240,6928,10,購入,57318
2025-03-16,Google Ads,11004,345,12417,10,購入,67076
2025-03-16,Meta Ads,6083,363,8003,23,会員登録,165918
2025-03-16,LINE Ads,6667,335,8638,25,購入,149019
2025-03-16,Yahoo!広告,4159,137,4554,3,購入,20132
2025-03-17,Google Ads,8950,322,11219,12,購入,41954
2025-03-17,Meta Ads,16687,644,13588,24,購入,157585
2025-03-17,LINE Ads,4551,265,6841,19,購入,128383
2025-03-17,Yahoo!広告,2374,108,5803,7,お気に入り,54929
2025-03-18,Google Ads,4954,188,9609,13,会員登録,81595
2025-03-18,Meta Ads,6258,171,12831,3,会員登録,14405
2025-03-18,LINE Ads,6744,69,9206,3,会員登録,13119
2025-03-18,Yahoo!広告,6126,173,5565,12,購入,36495
2025-03-19,Google Ads,4971,259,11359,11,購入,55744
2025-03-19,Meta Ads,9962,368,12129,19,購入,125393
2025-03-19,LINE Ads,4407,140,8218,5,会員登録,23332
2025-03-19,Yahoo!広告,2896,143,4971,10,購入,40004
2025-03-20,Google Ads,17476,684,14799,51,購入,206600
2025-03-20,Meta Ads,6645,233,11541,12,購入,41924
2025-03-20,LINE Ads,2572,137,6342,7,購入,50365
2025-03-20,Yahoo!広告,2844,130,4589,3,会員登録,17776
2025-03-21,Google Ads,8415,385,17757,18,購入,74108
2025-03-21,Meta Ads,9080,190,10991,9,会員登録,55867
2025-03-21,LINE Ads,3655,191,6463,5,購入,22836
2025-03-21,Yahoo!広告,2498,97,5328,6,お気に入り,25596
2025-03-22,Google Ads,6749,133,9606,4,購入,23459
2025-03-22,Meta Ads,6265,179,11359,13,購入,53698
